"LOC","File"
"34","tajo-common/src/main/java/org/apache/tajo/exception/DataTypeMismatchException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/DefaultTajoException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/DividedByZeroException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/DuplicateColumnException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/DuplicateDatabaseException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/DuplicateFunctionException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/DuplicateIndexException.java"
"35","tajo-common/src/main/java/org/apache/tajo/exception/DuplicatePartitionException.java"
"35","tajo-common/src/main/java/org/apache/tajo/exception/DuplicateTableException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/DuplicateTablespaceException.java"
"191","tajo-common/src/main/java/org/apache/tajo/exception/ErrorMessages.java"
"67","tajo-common/src/main/java/org/apache/tajo/exception/ErrorUtil.java"
"239","tajo-common/src/main/java/org/apache/tajo/exception/ExceptionUtil.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/InsufficientPrivilegeException.java"
"25","tajo-common/src/main/java/org/apache/tajo/exception/InvalidAddressException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/InvalidDataTypeException.java"
"37","tajo-common/src/main/java/org/apache/tajo/exception/InvalidInputsForCrossJoin.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/InvalidNameException.java"
"37","tajo-common/src/main/java/org/apache/tajo/exception/InvalidOperationException.java"
"32","tajo-common/src/main/java/org/apache/tajo/exception/InvalidSessionException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/InvalidSessionVariableException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/InvalidTablePropertyException.java"
"32","tajo-common/src/main/java/org/apache/tajo/exception/InvalidURLException.java"
"48","tajo-common/src/main/java/org/apache/tajo/exception/InvalidValueForCastException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/LMDNoMatchedDatatypeException.java"
"31","tajo-common/src/main/java/org/apache/tajo/exception/MetadataConnectionException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/MissingTablePropertyException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/NoSuchSessionVariableException.java"
"38","tajo-common/src/main/java/org/apache/tajo/exception/NotImplementedException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/QueryFailedException.java"
"34","tajo-common/src/main/java/org/apache/tajo/exception/QueryKilledException.java"
"33","tajo-common/src/main/java/org/apache/tajo/exception/QueryNotFoundException.java"
"221","tajo-common/src/main/java/org/apache/tajo/exception/ReturnStateUtil.java"
